,Name,Age,Gender,Net_Worth,Region,Company
914,Chen Din Hwa,73.0,male,1.3,East Asia,Nan Fung Textiles
915,Sjamsul Nursalim,,male,1.3,East Asia,Gajah Tunggal
930,Mochtar Riady,,male,1.3,East Asia,Lippo Group
931,Tadahiro Yoshida,49.0,male,1.3,East Asia,YKK
932,Den Fujita,70.0,male,1.3,East Asia,McDonald's Japan
933,Hiroshi Takei,,male,1.3,East Asia,
934,Masafumi Miyamoto,,male,1.3,East Asia,Square
935,Soichiro Fukutake,50.0,male,1.3,East Asia,Benesse Corporation
936,Edward Johnson,65.0,male,1.3,North America,Fidelity Investments
2311,Sun Pingfan,44.0,male,1.3,East Asia,Ningbo Cixing
2321,Allan Slaight,81.0,male,1.3,North America,Slaight Communications
2309,Sidney Kimmel,86.0,male,1.3,North America,Jones Apparel Group
2282,James Leininger,68.0,male,1.3,North America,Kinetic Concepts (KCI)
2273,Eggon da Silva,85.0,male,1.3,Latin America,WEG
2274,Elie Horn,70.0,male,1.3,Latin America,Cyrela Brazil Realty
2275,Fawzi Al-Kharafi,,male,1.3,Middle East/North Africa,Kharafi Group
2276,"Frank Fertitta, III.",52.0,male,1.3,North America,Station Casinos
2277,Frank Stronach,81.0,male,1.3,North America,Manga International
2278,George Joseph,92.0,male,1.3,North America,Mercury General
2308,Shaul Shani,59.0,male,1.3,Middle East/North Africa,ECI Telecom
2280,"Henry Nicholas, III.",54.0,male,1.3,North America,Broadcom Corporation
2281,Jacques Saade,77.0,male,1.3,Europe,CMA CGM
2283,Jassim Al-Kharafi,,male,1.3,Middle East/North Africa,Kharafi Group
2271,Du Jiangtao,44.0,male,1.3,East Asia,Inner Mongolia Junzhen Energy and Chemical Industry
2284,Jiang Zhaobai,50.0,male,1.3,East Asia,Shanghai Pengxin Group
2285,Jorge Moll Filho,69.0,male,1.3,Latin America,Rede D'Or
2286,Jose Isaac Peres,73.0,male,1.3,Latin America,Multiplan
2287,Kenny Troutt,66.0,male,1.3,North America,Excel Communications
2288,Koos Bekker,61.0,male,1.3,Sub-Saharan Africa,Naspers
2289,Lee Boo-Jin,43.0,female,1.3,East Asia,Samsung
2290,Lee Man Tat,85.0,male,1.3,East Asia,Lee Kum Kee
2291,Lev Leviev,58.0,male,1.3,Middle East/North Africa,Africa-Israel
2292,Lilian Werninghaus,79.0,female,1.3,Latin America,WEG
2272,Edward Stack,59.0,male,1.3,North America,Dick's Sporting Goods
2270,Desmond Sacco,71.0,male,1.3,Sub-Saharan Africa,Assore Group
2294,Lorenzo Fertitta,45.0,male,1.3,North America,Station Casinos
2258,Bruce Nordstrom,80.0,male,1.3,North America,Nordstrom
2249,Akio Nitori,70.0,male,1.3,East Asia,Nitori
2250,Alain Taravella,66.0,male,1.3,Europe,Altarea Cogedim
2251,Allan Gray,76.0,male,1.3,Sub-Saharan Africa,Allan Gray
2252,Allan Wong,64.0,male,1.3,East Asia,VTech Holding
2253,Andrei Molchanov,42.0,male,1.3,Europe,Open Joint Stock Company
2254,Aneel Bhusri,48.0,male,1.3,North America,Greylock Partners
2255,Arturo Moreno,67.0,male,1.3,North America,Outdoor Systems
2256,Baba Kalyani,65.0,male,1.3,South Asia,Bharat Forge
2257,Bruce Cheng,78.0,male,1.3,East Asia,Delta Electronics
2259,Brunello Cucinelli,60.0,male,1.3,Europe,Brunello Cucinelli
2269,David Sainsbury,73.0,male,1.3,Europe,Sainsbury's
2260,C. Dean Metropoulos,67.0,male,1.3,North America,Apollo Global management
2261,Carlos Francisco Ribeiro Jereissati,67.0,male,1.3,Latin America,Inguatemi Empresa de Shopping Centers
2262,Charles Simonyi,66.0,male,1.3,North America,Microsoft
2263,Charles Zegar,66.0,male,1.3,North America,Bloomberg
2264,Charlotte Colket Weber,71.0,female,1.3,North America,Campbell Soup
2265,Chen Bang,48.0,male,1.3,East Asia,Air Eye Hospital Group
2266,Chu Mang Yee,54.0,male,1.3,East Asia,Hopson Development
2267,Ciputra,82.0,male,1.3,East Asia,Ciputra Development
2268,David Booth,68.0,male,1.3,North America,Dimensional Fund Advisors
2293,Lily Safra,76.0,female,1.3,Europe,Banco Safra (now Saftra Group)
2279,Gernot Langes-Swarovski,70.0,male,1.3,Europe,Swarovski
2295,Low Tuck Kwong,65.0,male,1.3,East Asia,Bayan Resources
1170,Hans-Werner Hector,61.0,male,1.3,Europe,SAP AG
1168,Germain Lamonde,,male,1.3,North America,EXFO
1167,Francesco Micheli,,male,1.3,Europe,e.Biscom-Fastweb
1166,Eliodoro Matte,55.0,male,1.3,Latin America,CMPC
1165,Donald Sturm,,male,1.3,North America,Peter Kiewit Sons
1164,Charles Munger,76.0,male,1.3,North America,Berkshire Hathaway
1163,Carlo De Benedetti,,male,1.3,Europe,CIR Group
1162,Calisto Tanzi,,male,1.3,Europe,Parmalat
1161,Bradley Hughes,67.0,male,1.3,North America,Public Storage
2296,Michael Price,61.0,male,1.3,North America,MFP Investors
1160,Arturo Moreno,54.0,male,1.3,North America,Outdoor Systems
1159,Arthur Williams Jr,58.0,male,1.3,North America,A.L. Williams & Associates
1158,Anthony Bamford,55.0,male,1.3,Europe,JCB
1157,Andronico Luksic,74.0,male,1.3,Latin America,Antofagasta
1156,Alfredo Harp Helu,57.0,male,1.3,Latin America,Banamex
2301,Nicholas Woodman,38.0,male,1.3,North America,GoPro
2302,Perenna Kei,24.0,female,1.3,East Asia,Logan Property Holdings
2303,Peter Sperling,54.0,male,1.3,North America,Apollo Group
2304,Petro Poroshenko,48.0,male,1.3,Europe,Roshen Gropu
2305,Reinold Geiger,66.0,male,1.3,Europe,L'Occitane
2306,Rufino Vigil Gonzalez,65.0,male,1.3,Latin America,Industrias CH
2307,Samih Sawiris,57.0,male,1.3,Middle East/North Africa,Orascom
1169,Haim Saban,56.0,male,1.3,North America,Saban Entertainment
2298,Mubariz Gurbanoglu,45.0,male,1.3,Middle East/North Africa,Palmali Group
1171,Henry Sy,76.0,male,1.3,East Asia,SM Malls
1189,William Levine,,male,1.3,North America,Outdoor Systems
1172,Isaac Saba Raffoul,77.0,male,1.3,Latin America,Groupo Casa Saba
1181,Roberto Hernandez Ramirez,,male,1.3,Latin America,Banamex
1182,Rong Yiren,,male,1.3,East Asia,China International Trust and Investment Corp
1183,Saleh Al Rajhi,89.0,male,1.3,Middle East/North Africa,Al-Rajhi Bank
1184,Silvio Scaglia,42.0,male,1.3,Europe,Fastweb
1185,Steven Jobs,46.0,male,1.3,North America,Apple
1186,Vagit Alekperov,50.0,male,1.3,Europe,Lukoil
1180,Richard Pratt,66.0,male,1.3,North America,Visy Industries
1188,Wallace McCain,71.0,male,1.3,North America,McCain Foods Limited
1187,Vincent Smith,,male,1.3,North America,Patrol Software North America
2300,Ni Zhaoxing,58.0,male,1.3,East Asia,Zhongrong Group
1177,Patrick Guerrand,,male,1.3,Europe,Hermes
1173,James Moran,82.0,male,1.3,North America,JM Family Enterprises
2299,Mustafa Latif Topbas,69.0,male,1.3,Middle East/North Africa,BIM
1175,Kenneth Langone,65.0,male,1.3,North America,Home Depot
1176,Mikhail Fridman,36.0,male,1.3,Europe,Alfa Group
1174,Johann Rupert,50.0,male,1.3,Sub-Saharan Africa,Rembrandt Group
1178,Pierce Marshall,,male,1.3,North America,Standard Oil
1179,Putera Sampoerna,,male,1.3,East Asia,Sampoerna
2297,Mohannad Al-Kharafi,,male,1.3,Middle East/North Africa,Kharafi Group
2359,Fahd Hariri,33.0,male,1.2,Middle East/North Africa,Saudi Oger
2367,Jacky Xu,,male,1.2,Latin America,Trendy Internation Group
2366,Ioan Niculae,59.0,male,1.2,Europe,InterAgro
2365,Huang Wen Tsai,60.0,male,1.2,East Asia,Star River Goup
2364,Hary Tanoesoedibjo,48.0,male,1.2,East Asia,MNC Group
2363,Guilherme Peirao Leal,64.0,male,1.2,Latin America,Natura Cosmeticos
2362,Gilles Martin,50.0,male,1.2,Europe,Eurofins Scientific
2361,Gerry Harvey,74.0,male,1.2,North America,Harvey Norman
2360,Gabe Newell,51.0,male,1.2,North America,Valve Corporation
2354,Donald Hall,85.0,male,1.2,North America,Hallmark Cards
2358,Edwin Soeryadjaya,65.0,male,1.2,East Asia,Astra International
2346,Brian Roberts,54.0,male,1.2,North America,Comcast
2337,Abdulsamad Rabiu,54.0,male,1.2,Sub-Saharan Africa,BUA Group
2338,Ahmet Nazif Zorlu,69.0,male,1.2,Middle East/North Africa,Zorlu Holding
2339,Alberto Bombassei,73.0,male,1.2,Europe,Brembo SpA
2340,Alberto Roemmers,56.0,male,1.2,Latin America,Laboratorios Roemmers
2341,Alexander Putilov,61.0,male,1.2,Europe,Eurasia Drilling Company
2343,Asok Kumar Hiranandani,59.0,male,1.2,East Asia,Royal Group Holdings
2344,Ayman Hariri,35.0,male,1.2,Middle East/North Africa,Saudi Oger
2345,Benedicta Chamberlain,70.0,female,1.2,Europe,William Grant and Sons
2347,Carol Jenkins Barnett,57.0,female,1.2,North America,Publix Super Markets
2357,Drew Houston,30.0,male,1.2,North America,Dropbox
2348,Cho Tak Wong,67.0,male,1.2,East Asia,Fuyao Glass Industry Group
2349,Cho Yang-Rai,76.0,male,1.2,East Asia,Hankook Tire
2350,Claude Dauphin,63.0,male,1.2,Europe,Trafigura Beheer BV
2351,Dan Snyder,49.0,male,1.2,North America,Snyder Communications
2352,David Yakobashvili,57.0,male,1.2,Europe,Wimm-Bill-Dann
2353,Denise York,63.0,female,1.2,North America,The DeBartolo Corporation
2355,Dorothea Steinbruch,,female,1.2,Latin America,Vicuna Group
2356,Douglas Hsu,71.0,male,1.2,East Asia,Far Eastern Group
2342,Andrei Filatov,42.0,male,1.2,Europe,N-Trans
1294,Thaksin Shinawatra,,male,1.2,East Asia,Advanced Info Service
2368,Jacques Merceron-Vicat,75.0,male,1.2,Europe,Vicat
1273,Harold Lenfest,,male,1.2,North America,Lenfest Communications
2407,Alexei Bogachev,43.0,male,1.2,Europe,Magnit
2406,Ziyaudin Magomedov,45.0,male,1.2,Europe,Summa Group
2405,Zhong Sheng Jian,56.0,male,1.2,East Asia,Yanlord Land Group
2404,Zhang Zhongneng,50.0,male,1.2,East Asia,Guangdong Dongyangguang Aluminum
2403,Yu Minhong,52.0,male,1.2,East Asia,New Oriental Education and Technology Group
2402,Xiu Li Hawken,51.0,female,1.2,Europe,Renhe Commercial Holdings
2401,Wong Man Li,49.0,male,1.2,East Asia,Man Wah Holdings
2400,William Macaulay,68.0,male,1.2,North America,First Reserve Corporation
2399,Vincent McMahon,68.0,male,1.2,North America,World Wrestling Entertainment (WWE)
2398,Tu Jianhua,50.0,male,1.2,East Asia,Lancing Motor
2397,Tian Ming,60.0,male,1.2,East Asia,Hefei Meiya Optoelectronic Technology
2396,Suat Gunsel,61.0,male,1.2,Europe,Near East University
2395,Steve Case,55.0,male,1.2,North America,AOL
2394,Rubens Menin Teixeira de Souza,57.0,male,1.2,Latin America,MRV Engenharia
2393,Ronald Joyce,83.0,male,1.2,North America,Tim Hortons
2392,Ron Sim,56.0,male,1.2,East Asia,OSIM International
2391,Rakesh Jhunjhunwala,53.0,male,1.2,South Asia,Lupin
2390,Nirav Modi,43.0,male,1.2,South Asia,Firestar International
2389,Nikolai Maximov,56.0,male,1.2,Europe,Maxi Group
2388,Nikita Mishin,42.0,male,1.2,Europe,N-Trans
2387,Nan Cunhui,50.0,male,1.2,East Asia,Chint Group
975,Roberto and Gabriel Andrade,,male,1.2,Latin America,Andrade Gutierrez
976,Abilio dos Santos Diniz,59.0,male,1.2,Latin America,Companhia Brasileira de Distribui?ao
977,Luiz Alberto Garcia,,male,1.2,Latin America,Algar Group
978,Michael DeGroote,,male,1.2,North America,Laidlaw Transport
979,Alvaro Noboa,,male,1.2,Latin America,Exportadora Bananera Noboa
984,Reimann family,,,1.2,Europe,Benckiser
2408,Alexei Semin,46.0,male,1.2,Europe,Obrazovanie
2409,Alfredo Egydio Arruda Villela Filho,44.0,male,1.2,Latin America,Itausa Investimentos Itau SA
2410,Andrei Kuzyaev,48.0,male,1.2,Europe,Perm Financial Industrial Group (PFIG)
2424,Megdet Rahimkulov,68.0,male,1.2,Europe,Gazprom
2429,Ye Cheng,52.0,male,1.2,East Asia,Shandong Landbridge Group
2428,Thongma Vijitpongpun,55.0,male,1.2,East Asia,Pruksa Real Estate
1265,Anthony O'Reilly,64.0,male,1.2,Europe,Independent News & Media
1266,Archie Aldis Emmerson,71.0,male,1.2,North America,Sierra Pacific Industries
1267,Brian Roberts,,male,1.2,North America,Comcast
1268,Daniel Ziff,29.0,male,1.2,North America,Ziff Davis Inc
1269,David Bromilow,,male,1.2,East Asia,ADIDAS
1270,Dirk Ziff,36.0,male,1.2,North America,Ziff Davis Inc
1271,Edward Bass,56.0,male,1.2,North America,Sid Richardson Gasoline Co
2427,Qi Xiangdong,43.0,male,1.2,East Asia,Qihoo
2426,Mitchell Jacobson,62.0,male,1.2,North America,MSC Direct
2425,Miao Shouliang,59.0,male,1.2,East Asia,Fuyuan Group
2423,Max Turnauer,78.0,male,1.2,Europe,Constantia
2411,Brij Bhushan Singal,77.0,male,1.2,South Asia,Bhushan Steel
2422,Ma Xingtian,44.0,male,1.2,East Asia,Kangmei Pharmaceutical
2421,Liu Zhenguo,49.0,male,1.2,East Asia,Beijing Originwater Technology
2420,Lee Seo-Hyun,40.0,female,1.2,East Asia,Samsung
2419,Lee Hae-Jin,46.0,male,1.2,East Asia,Naver
2418,John Edson,81.0,male,1.2,North America,Baylinter Marine Corp
2417,Jane Lauder,41.0,female,1.2,North America,Est?Lauder
2416,Jacob Stolt-Nielsen,82.0,male,1.2,Europe,Parcel Trade
2415,Fernando Roig,66.0,male,1.2,Europe,Mercadona
2414,Eduardo Hochschild,50.0,male,1.2,Latin America,Hochschild Mining
2413,Danny Tan Chee Sing,58.0,male,1.2,East Asia,Dijaya
2369,James Ratcliffe,61.0,male,1.2,Europe,Ineos
2412,Daisy Igel,86.0,female,1.2,Latin America,Ultrapar
1272,Frederick Field,48.0,male,1.2,North America,Marshall Field and Company
983,Leibbrand family,,,1.2,Europe,
1274,Herbert Siegel,73.0,male,1.2,North America,BHC Communications
1005,William Davidson,73.0,male,1.2,North America,Guardian Industries
1275,Jaime Augusto Zobel de Ayala,,male,1.2,East Asia,Ayala Corporation
1034,Kathryn McCurry Albertson,,female,1.2,North America,Albertsons
1035,Robert Galvin,73.0,male,1.2,North America,Motorola
1036,Donald Fisher,67.0,male,1.2,North America,The Gap
1042,Doris Fisher,65.0,female,1.2,North America,The Gap
1043,David Duffield,55.0,male,1.2,North America,PeopleSoft
1044,Fayez Sarofim,67.0,male,1.2,North America,Fayez Sarofim & Co
1045,Paul Mellon,,male,1.2,North America,Mellon Bank
1046,Susan Thompson Buffett,63.0,female,1.2,North America,Berkshire Hathaway
1056,Sam Zell,54.0,male,1.2,North America,Equity Group Investments
1057,Peter Haas Jr,,male,1.2,North America,Levi Strauss & co
2371,Koh Wee Meng,50.0,male,1.2,East Asia,Fragrance Group
2372,Konstantin Nikolaev,42.0,male,1.2,Europe,N-Trans
2373,Kostyantin Zhevago,40.0,male,1.2,Europe,Ferrexpo
2374,Lang Walker,68.0,male,1.2,North America,The Walker Group
2375,Len Buckeridge,77.0,male,1.2,North America,Buckeridge Group of Companies
2376,Leonid Simanovsky,64.0,male,1.2,Europe,Novatek
2377,Li Li,50.0,male,1.2,East Asia,Shenzhen Hepalink Pharmaceutical
2378,Lia Maria Aguiar,76.0,female,1.2,Latin America,Bradesco
2379,Liu Xuejing,63.0,male,1.2,East Asia,GMK Holding
2380,Maria Ines de Lafuente Lacroze,69.0,female,1.2,Latin America,Loma Negra
2381,Mark Dixon,55.0,male,1.2,Europe,Regus
2382,Michael Krasny,60.0,male,1.2,North America,CDW Corporation
2383,Mofatraj Munot,69.0,male,1.2,South Asia,Kalpataru Group
2384,Mohammed Al Barwani,62.0,male,1.2,Middle East/North Africa,MB Holding
2385,Mokhzani Mahathir,53.0,male,1.2,East Asia,SapuraKencana
2386,Mori Arkin,61.0,male,1.2,Middle East/North Africa,Agis Industries
2370,Jeff Rothschild,59.0,male,1.2,North America,Facebook
1033,Dennis Washington,61.0,male,1.2,North America,Washington Companies
1004,Barbara Piasecka Johnson,59.0,female,1.2,North America,Johnson & Johnson
1288,Renato Soru,,male,1.2,Europe,Tiscali
1276,John Fredriksen,56.0,male,1.2,Europe,Frontline Ltd.
1277,John Krehbiel Jr,,male,1.2,North America,Molex Incorporated
1278,John Marriott Jr,65.0,male,1.2,North America,Marriot
1279,Jon Stryker,42.0,male,1.2,North America,Stryker Corporation
1280,Joseph Jamail Jr,75.0,male,1.2,North America,
1281,Kunio Busujima,33.0,male,1.2,East Asia,Sankyo
1282,Lee Seng Wee,76.0,male,1.2,East Asia,Oversea-Chinese Banking Corporation
1283,Lucio Tan,66.0,male,1.2,East Asia,Asia Brewery
1284,Marc Rich,66.0,male,1.2,Europe,Glencore
1003,Richard Goldman,,male,1.2,North America,Goldman Insurance and Risk Management
1286,Mortimer Zuckerman,63.0,male,1.2,North America,Boston Properties
1287,Peter Nicholas,60.0,male,1.2,North America,Boston Scientific
1285,Marguerite Harbert,77.0,female,1.2,North America,Harbart Corporation
1289,Richard Scaife,,male,1.2,North America,Mellon
998,Masakazu Shiiki,,male,1.2,East Asia,Sanyo Shinpan
1002,Josephine Haas,,female,1.2,North America,Levi Strauss & co
1001,Frances Koshland Geballe,,female,1.2,North America,Levi Strauss & co
1290,Robert Ziff,31.0,male,1.2,North America,Ziff Davis Inc
999,Lorenzo Zambrano,51.0,male,1.2,Latin America,Cemex
1000,Wee Cho Yaw,67.0,male,1.2,East Asia,United Overseas Bank
985,Conle famle,,,1.2,Europe,Sirosa
1295,Winthrop Rockefeller,52.0,male,1.2,North America,Standard Oil
1293,Sydell Miller,,female,1.2,North America,Matrix
1292,Socrates Kokkalis,,male,1.2,Europe,Intracom
1291,Ron and Fred Mannix,,male,1.2,North America,Mancal Group
2436,Alexander Spanos,90.0,male,1.1,North America,A. G. Spanos Companies
2430,Aerin Lauder Zinterhofer,44.0,female,1.1,North America,Est?Lauder
2431,Ahmet Calik,56.0,male,1.1,Middle East/North Africa,Calik Holding
2432,Airat Shaimiev,51.0,male,1.1,Europe,TAIF Group
2433,Albert Shigaboutdinov,59.0,male,1.1,Europe,TAIF Group
2434,Albert Yeung,70.0,male,1.1,East Asia,Emperor Group
2435,Alexander Rovt,61.0,male,1.1,North America,IBE Trade
2531,Zadik Bino,70.0,male,1.1,Middle East/North Africa,Paz oil company
2437,Alfred Mann,88.0,male,1.1,North America,Spectrolab
2496,Stewart Horejsi,76.0,male,1.1,North America,Berkshire Hathaway
2505,Chen Miaolin,61.0,male,1.1,East Asia,New Century Group
2504,Alan Rydge,61.0,male,1.1,North America,AHL
2503,Zhang Guiping,62.0,male,1.1,East Asia,Suning Universal
2502,Yusuf Hamied,77.0,male,1.1,South Asia,Cipla
2501,Yan Zhi,41.0,male,1.1,East Asia,Zall Development of Wuhan
2500,Vito Rodriguez Rodriguez,75.0,male,1.1,Latin America,Jose Rodriguez Banda
2499,Timothy Boyle,64.0,male,1.1,North America,Columbia Sportswear
2498,Thomas Straumann,50.0,male,1.1,Europe,Straumann Group
2497,Sudhir Ruparelia,58.0,male,1.1,Sub-Saharan Africa,Ruparelia Group
2495,Solomon Lew,68.0,male,1.1,North America,Premier Investments
2507,Cheung Yan,57.0,female,1.1,East Asia,Nine Dragons Paper
2494,Shen Wenrong,68.0,male,1.1,East Asia,Shagang Group
2493,Sergei Sarkisov,54.0,male,1.1,Europe,RESO-Garantiya
2492,Sergei Kislov,53.0,male,1.1,Europe,Yug Rusi
2491,Rustem Sulteev,60.0,male,1.1,Europe,RESO-Garantiya
2490,Robert Piccinini,72.0,male,1.1,North America,Save Mart
2489,Robert Ell,69.0,male,1.1,North America,Leda Holdings
2488,Robert Citrone,49.0,male,1.1,North America,Discovery Capital Management
2487,Ray Irani,79.0,male,1.1,North America,Occidental Petroleum
2486,Radik Shaimiev,49.0,male,1.1,Europe,TAIF Group
2506,Chen Zemin,71.0,male,1.1,East Asia,Sanquan Food
2508,Christopher Hohn,47.0,male,1.1,Europe,Children's Investment Fund
2438,Aloke Lohia,55.0,male,1.1,East Asia,Indorama Ventures
2520,Mary Perkins,,female,1.1,North America,Specsavers
2529,Wang Laisheng,49.0,male,1.1,East Asia,Luxshare Precision Industry
2528,Wang Laichun,46.0,female,1.1,East Asia,Luxshare Precision Industry
2527,Vikram Lal,71.0,male,1.1,South Asia,Eicher Motors
2526,Victor Civita Neto,,male,1.1,Latin America,Grupo Abril
2525,Sun Hongbin,51.0,male,1.1,North America,Sunac China Holdings
2524,Sheryl Sandberg,44.0,female,1.1,North America,Facebook
2523,Ryoichi Jinnai,87.0,male,1.1,East Asia,Promise Consumer Finance
2522,Roberta Anamaria Civita,,female,1.1,Latin America,Grupo Abril
2521,Neide Helena de Moraes,59.0,female,1.1,Latin America,Votorantim Group
2519,Liu Ming Chung,51.0,male,1.1,Latin America,Nine Dragons Paper
2509,Deniz Sahenk,68.0,female,1.1,Middle East/North Africa,Dogus Holding
2518,Liu Gexin,62.0,male,1.1,East Asia,Sichuan Kelun Pharmaceutical
2517,Kim Taek-Jin,,male,1.1,East Asia,NCSOFT
2516,K. Rai Sahi,67.0,male,1.1,North America,Morgaurd
2515,K Dinesh,59.0,male,1.1,South Asia,Infosys
2514,Jose Roberto Ermirio de Moraes,56.0,male,1.1,Latin America,Votorantim Group
2513,Jose Ermirio de Moraes Neto,61.0,male,1.1,Latin America,Votorantim Group
2512,Hubert Palfinger,72.0,male,1.1,Europe,Palfinger AG
2511,Giancarlo Franceso Civita,,male,1.1,Latin America,Grupo Abril
2510,Douglas Perkins,,male,1.1,North America,Specsavers
2485,Que Wenbin,50.0,male,1.1,East Asia,Duyiwei Biological Pharmaceutical
2484,PNC Menon,65.0,male,1.1,Middle East/North Africa,Sobha Developers
2483,Park Hyeon-Joo,55.0,male,1.1,East Asia,Mirae Asset
2449,Edir Macedo,69.0,male,1.1,Latin America,Rede Record
2458,Huang Zhenda,66.0,male,1.1,East Asia,Guangdong Liantai Group
2457,Hu Kaijun,52.0,male,1.1,East Asia,China Grand Pharmaceutical
2456,Henry Engelhardt,56.0,male,1.1,North America,Admiral Group
2455,Harjo Sutanto,87.0,male,1.1,East Asia,Wings Group
2454,Hajime Satomi,72.0,male,1.1,East Asia,Sammy Corporation
2453,Gordon Wu,79.0,male,1.1,East Asia,Hopewell Holdings
2452,Goh Peng Ooi,59.0,male,1.1,East Asia,Silverlake Axis
2451,Fang Wei,40.0,male,1.1,East Asia,Fangda International Industrial Investment?
2450,Evgeny (Eugene) Shvidler,49.0,male,1.1,North America,Runicom S.A
2448,Darwin Deason,73.0,male,1.1,North America,Affiliated Computer Services
2482,Nobutada Saji,68.0,male,1.1,East Asia,Suntory
2447,Daniel Hirschfeld,,male,1.1,North America,Buckle
2446,Choo Chong Ngen,62.0,male,1.1,East Asia,Hotel 81
2530,Yao Wenbin,43.0,male,1.1,East Asia,Ourpalm
2444,Charles Brandes,71.0,male,1.1,North America,Brades Investment Partners
2443,Binod Chaudhary,58.0,male,1.1,South Asia,Chaudhary Group
2442,Aydin Dogan,77.0,male,1.1,Middle East/North Africa,Dogan Holding
2441,Andrei Rappoport,50.0,male,1.1,Europe,RAO UES
2440,Anatoly Sedykh,49.0,male,1.1,Europe,United Metallurigcal Company
2439,Ana Lucia de Mattos Barretto Villela,40.0,female,1.1,Latin America,Itausa Investimentos Itau SA
2459,Ilkka Herlin,55.0,male,1.1,Europe,Kone Corporation
2460,Ilona Herlin,49.0,female,1.1,Europe,Kone Corporation
2461,Isaac Larian,59.0,male,1.1,North America,MGA Entertainment
2462,Jean Burelle,75.0,male,1.1,Europe,Plastic Omnium
2481,Nikolai Sarkisov,45.0,male,1.1,Europe,RESO-Garantiya
2480,Niklas Herlin,50.0,male,1.1,Europe,Kone Corporation
2479,Mohammed Ibrahim,67.0,male,1.1,Europe,Celtel
2478,Miriam Blocher,39.0,female,1.1,Europe,EMS-Chemie
2477,Michael Steinhardt,73.0,male,1.1,North America,"Steinhardt, Fine, Berkowitz & Co"
2476,Mark Pincus,48.0,male,1.1,North America,Zynga
2475,Marcel Adams,93.0,male,1.1,North America,Iberville Developments
2474,Luo Fei,,male,1.1,East Asia,Biostime International Holdings
2473,Liu Zhenfeng,52.0,male,1.1,East Asia,Yantai Jereh Oilfield Services Group
2472,Laurent Burelle,64.0,male,1.1,Europe,Plastic Omnium
2471,Lachhman Das Mittal,83.0,male,1.1,South Asia,Sonalika Group
2470,Koo Bon-Neung,64.0,male,1.1,East Asia,LG Group
2469,Ke Xiping,53.0,male,1.1,East Asia,Xiamen Hengxing group
2468,Juan Fernando Belmont Anderson,70.0,male,1.1,Latin America,Yanbal Internacional
2467,Joseph Grendys,52.0,male,1.1,North America,Koch Foods
2466,Jose Mendes Nogueira,86.0,male,1.1,Latin America,J Mendes
2465,Jose Maria Aristrain,51.0,male,1.1,Europe,Arcelor
2464,Jon Huntsman,76.0,male,1.1,North America,Huntsman chemical
2463,Jiang Wei,52.0,male,1.1,East Asia,Guizhou Bailing Group Pharmaceutical
2445,Charles Munger,90.0,male,1.1,North America,Berkshire Hathaway
1346,John Abele,69.0,male,1.1,North America,Boston Scientific
1347,John McCaw,50.0,male,1.1,North America,McCaw Cellular
1339,Edward Rogers,67.0,male,1.1,North America,Rogers Communications
1337,Christopher Goldsbury,58.0,male,1.1,North America,Pace Foods
1336,Charlotte Colket Weber,50.0,female,1.1,North America,Campbell Soup
1335,Bruce McCaw,,male,1.1,North America,McCaw Cellular
1334,Barry Lam,51.0,male,1.1,East Asia,Quanta Computer
1333,Arthur Rock,74.0,male,1.1,North America,Davis & Rock
1332,Albert Ueltschi,83.0,male,1.1,North America,FlightSafety International
1356,Quek Leng Chan,60.0,male,1.1,East Asia,Hong Leong Financial Group
1355,Peter Woo,55.0,male,1.1,East Asia,Worldwide Shipping Group
1354,Patrick Ryan,63.0,male,1.1,North America,Aon Corporation
1353,Patricia Short,,female,1.1,North America,
1058,Bemberg family,,,1.1,Latin America,Cerveza Quilmes
1352,Mary Anselmo,72.0,female,1.1,North America,PanAmSat
1351,Marco Tronchetti Provera,,male,1.1,Europe,Pirelli Group
1350,Kenkichi Nakajima,,male,1.1,East Asia,Heiwa
1349,Keith McCaw,,male,1.1,North America,McCaw Cellular
1338,David Murdock,77.0,male,1.1,North America,Dole Food Company
1340,Francesco Gaetano Caltagirone,54.0,male,1.1,Europe,Caltagirone Holdings
1357,Robert Dedman,,male,1.1,North America,ClubCorp
1341,Harrison McCain,73.0,male,1.1,North America,McCain Foods Limited
1359,Ronda Stryker,46.0,female,1.1,North America,Stryker Corporation
1360,Roy Disney,71.0,male,1.1,North America,Disney
1361,Sidney Kimmel,73.0,male,1.1,North America,Jones Apparel Group
1362,Stanley Ho,79.0,male,1.1,East Asia,Sociedade de Turismo e Divers?es de Macau
1363,Thomas Flatley,68.0,male,1.1,North America,The Flatley Co
1364,Victor Fung,56.0,male,1.1,East Asia,Li & Fung Group
1365,Viktor Chernomyrdin,,male,1.1,Europe,Gazprom
1366,Viscount Rothermere,,male,1.1,Europe,Associated Newspapers
1367,Walter Scott Jr,69.0,male,1.1,North America,Piewit Corporation
1368,William Cook,69.0,male,1.1,North America,Cook Group
1369,William Fung,53.0,male,1.1,East Asia,Li & Fung Group
1345,Jean Coutu,73.0,male,1.1,North America,Jean Coutu Group
1344,J Joseph Ricketts,59.0,male,1.1,North America,TD Ameritrade
1343,Ikuo Ogihara,,male,1.1,East Asia,Kyorin Pharmaceutical
1342,Henry Fok,77.0,male,1.1,East Asia,Sociedade de Turismo e Divers?es de Macau
